#OTU_IDs	trait1
Jannaschia_helgolandensis-_-AJ438157--_Hel_10_T	24.0
Dasania_phycosphaerae-_-ON705335--_GY-18T	19.0
Pseudoalteromonas_donghaensis-_-CP032090--_HJ51_n_T	25.0
Thalassospira_tepidiphila-_-AB265822--_1-1B_T	21.0
Longimonas_halophila-_-KF955302--_SYD6_T	34.0
g__1324129	27.0
Pseudodesulfovibrio_hydrargyri-_-EU137840--_BerOc1_T	26.0
Rhodococcus_humicola-_-KT301939--_UC33_T	28.0
g__2804525	27.0
Amycolatopsis_acidicola-_-MN399887--_K81G1_T	30.0
Bacillus_thermotolerans-_-JX261934--_SgZ-8_T	27.0
Carideicomes_alvinocaridis-_-MH997491--_SCR17_T	26.0
Proteiniphilum_acetatigenes-_-AY742226--_TB107_T	31.0
Acinetobacter_nematophilus-_-OP818110--_A-IN1_/type_materialtype_strain_of_Acinetobacter_nematophilusT	28.0
Caballeronia_megalochromosomata-_-KF155693--_JC2949_T	24.0
Cryobacterium_tagatosivorans-_-JX949300--_Sr47_/type_materialtype_strain_of_CryobacteriumtagatosivoransT	29.0
Vagococcus_proximus-_-OP811320--_PNs007_/type_materialtype_strain_of_Vagococcus_proximusT	32.0
Luoshenia_tenuis-_-MT905125--_NSJ-44_T	50.0
Lautropia_mirabilis-_-AEQP01000026--_ATCC_51599_T	32.0
g__2582840	27.0
Komagataeibacter_saccharivorans-_-AJ012466--_LMG_1582_T	26.0
Xenorhabdus_magdalenensis-_-HQ877464--_IMI_397775_T	32.0
Pseudotenacibaculum_haliotis-_-KU923830--_FDZSB0410_T	21.0
Halomonas_qijiaojingensis-_-HQ832735--_YIM_93003_T	26.0
g__2662287	25.0
Selenihalanaerobacter_shriftii-_-AF310247--_DSSE-1-_ATCC_BAA-73_T	32.0
Gilliamella_apicola-_-JQ936674--_wkB1_T	32.0
Rathayibacter_agropyri-_-KP118964--_CA4_T	26.0
Aeromonas_hydrophila_subsp._ranae-_-AM262151--_CIP_107985_T	26.0
Acerihabitans_arboris-_-MN737198--_SAP-6_T	26.0
g__451373	25.0
Actinomadura_flavalba-_-FJ157185--_YIM_61435_T	25.0
Jiangella_rhizosphaerae-_-MH144586--_NEAU-YY265_T	25.0
Elizabethkingia_argenteiflava-_-KY510834--_YB22_T	29.0
Rosenbergiella_epipactidis_subsp._japonica-_-MT341879--_K24T	27.0
Streptomyces_prasinosporus-_-AB184390--_NBRC_13419_T	25.0
g__1740706	23.0
Massilia_violaceinigra-_-CP024608--_B2_wT	26.0
Enterococcus_pingfangensis-_-LC438519--_241-2-2_T	35.0
Levilactobacillus_wangkuiensis-_-LC597583--_6-5-1-_T	27.0
Roseivirga_seohaensis_subsp._aquiponti-_-KM587636--_D-25_T	11.0
Bacteroides_zoogleoformans-_-CP027231--_ATCC_33285_n_T	34.0
Cryobacterium_lactosi-_-JX949303--_Sr59_/type_materialtype_strain_of_Cryobacterium_lactosiT	29.0
g__129337	61.0
Bifidobacterium_saguinibicoloris-_-MZ573304--_79T10_T	34.0
Alteromonas_halophila-_-EU583725--_JSM_073008_T	28.0
Chlorobium_chlorovibrioides-_-Y10649--_UdG_6026_T	34.0
Luteithermobacter_gelatinilyticus-_-MK878394--_MEBiC09520_T	25.0
Herminiimonas_aquatilis-_-AM085762--_CCUG_36956_T	26.0
Ezakiella_massiliensis-_-LT576398--_Marseille-P2951_T	32.0
Fulvivirga_sediminis-_-MW658189--_2943_T	10.0
Desulfobacula_phenolica-_-AJ237606--_DSM_3384_T	27.0
Bradyrhizobium_namibiense-_-KX661401--_5-10_T	24.0
g__2045416	23.0
Pseudomonas_chlororaphis_subsp._piscium-_-FJ168539--_JF3835_T	21.0
Sulfobacillus_benefaciens-_-EF679212--_BRGM2_T	44.0
Hippea_maritima-_-CP002606--_DSM_10411_T	55.0
Caballeronia_grimmiae-_-JN256678--_R27_T	25.0
Lentzea_nigeriaca-_-JN989291--_NJ2035_T	25.0
Sphaerisporangium_viridialbum-_-X89953--_DSM43801T_T	26.0
Cellulomonas_aurantiaca-_-MF115970--_THG-SMD2.3_T	26.0
Ensifer_terangae-_-X68388--_LMG_7834_T	27.0
Staphylococcus_auricularis-_-D83358--_ATCC_33753_-=_MAFF_911484-_T	34.0
Halostagnicola_kamekurae-_-AB663440--_JCM_16110_T	33.0
Kocuria_turfanensis-_-DQ531634--_HO-9042_T	12.0
Allgaiera_indica-_-HM050420--_20V17_T	26.0
Campylobacter_suis-_-LR989049--_LMG8286_T	34.0
g__872	30.0
Xylella_taiwanensis-_-JDSQ01000040--_PLS229_T	30.0
Paenibacillus_arcticus-_-KP900012--_MME2_R6_T	38.0
Caulobacter_mirabilis-_-AJ227774--_FWC_38_T	27.0
Aliivibrio_fischeri-_-X74702--_ATCC774T_T	20.0
Streptococcus_sanguinis-_-AFAZ01000011--_SK1_T	34.0
Pantoea_stewartii_subsp._indologenes-_-Y13251--_LMG_2632-T_T	30.0
Cohnella_panacarvi-_-AB271056--_Gsoil_349_T	31.0
Paracoccus_chinensis-_-AB682230--_NBRC_104937_T	25.0
Bacteroides_helcogenes-_-CP002352--_P_36-108_T	32.0
g__367771	27.0
g__660063	36.0
Actinotalea_fermentans-_-X79458--_DSM_3133_T	20.0
Gordonia_namibiensis-_-AF380930--_NAM-BN063A_T	27.0
Thermincola_ferriacetica-_-AY631277--_Z-0001_T	43.0
Vibrio_ruber-_-AF462458--_VR1-_JCM_11486-_CCRC_17186_T	23.0
Sphingobium_algorifonticola-_-LT882720--_TLA-22_T	22.0
g__2057233	35.0
Thermodesulfomicrobium_thermophilum-_-AY464939--_P6.2_T	29.0
g__169133	29.0
Syntrophomonas_wolfei_subsp._wolfei-_-CP000448--_Goettingen_G311_T	45.0
Listeria_floridensis-_-JX961636--_FSL_S10-1187_T	28.0
Kineosporia_aurantiaca-_-AF095336--_NRRL_B-16913_T	26.0
Propionispira_arboris-_-Y18190--_DSM_2179_T	28.0
Camelliibacillus_cellulosilyticus-_-MG786604--_THG-YT1_T	31.0
Oceanobacillus_neutriphilus-_-EU709018--_A1g_T	27.0
Lactobacillus_crispatus-_-AB008206--_YIT_0212_-=_JCM_1185-_T	38.0
Micromonospora_inyonensis-_-X92629--_DSM_46123_T	25.0
Geobacter_pickeringii-_-DQ145535--_G13_T	27.0
Enterovibrio_calviensis-_-AF118021--_RE35F/12_T	23.0
Chitinophaga_skermanii-_-DQ062743--_CC-SG1B_T	21.0
Amycolatopsis_lexingtonensis-_-AY183358--_NRRL_B-24131_T	25.0
Brucella_papionis-_-HG932316--_F8/08-60_T	24.0
Leptospira_koniambonensis-_-RQFY01000001--_TK1-4_T	28.0
Bizionia_sediminis-_-KR528476--_P131_T	12.0
Sphingomonas_oligoaromativorans-_-FJ434127--_IMER-A1-28_T	27.0
Pseudonocardia_parietis-_-FM863703--_04-St-002_T	26.0
Pseudomonas_nicosulfuronedens_-_-MN007089--_LAM1902_T	30.0
Aggregatibacter_actinomycetemcomitans-_-M75039--_ATCC_33384_T	33.0
Achromobacter_dolens-_-HF586509--_LMG_26840_T	36.0
Campylobacter_massiliensis-_-MT882021--_Marseille-Q3452T	35.0
Legionella_gormanii-_-Z32639--_LS-13_LTP__T	29.0
Sporosarcina_psychrophila-_-D16277--_IAM_12468_T	29.0
Anaerofustis_stercorihominis-_-ABIL02000005--_DSM_17244_T	33.0
g__85413	28.0
g__1827484	29.0
Sphingomonas_faeni-_-AJ429239--_MA-olki_T	27.0
Gleimia_europaea-_-Y08828--_CCUG_32789A_T	32.0
Bradyrhizobium_centrosematis-_-KC247115--_A9_T	26.0
Occultella_glacieicola-_-MG182697--_T3246-1_T	30.0
Syntrophotalea_acetylenivorans-_-JQ085863--_SFB93_T	27.0
Secundilactobacillus_folii-_-LC511609--_CRM56-3_T	27.0
Paenibacillus_swuensis-_-CP011388--_DY6_n_T	29.0
Alishewanella_agri-_-AKKU01000023--_BL06_T	27.0
Mycolicibacterium_stellerae-_-MH935827--_CECT8783_T	34.0
Campylobacter_fetus_subsp._testudinum-_-AY621303--_03-427_T	35.0
Spirosoma_humi-_-LC269318--_S7-4-11_T	17.0
Parvivirga_hydrogeniphila-_-OP389241--_Es71-Z0120_/type_materialtype_strain_of_Parvivirga_hydrogeniphilaT	35.0
Flammeovirga_pacifica-_-HQ412594--_WPAGA1_T	24.0
Shewanella_hafniensis-_-AB205566--_P010_T	33.0
Sunxiuqinia_faeciviva-_-AB362263--_JAM-BA0302_T	28.0
Flavobacterium_erciyesense-_-MW898288--_F-328T	20.0
Algibacter_amylolyticus-_-KP136798--_RU-4-M-4_T	23.0
Insectihabitans_xujianqingii-_-MK635060--_CF-1111_T	28.0
g__265976	20.0
g__265975	34.0
Mesobacillus_jeotgali-_-AF221061--_YKJ-10_T	29.0
Thiorhodococcus_alkaliphilus-_-LN901453--_JA878_T	8.0
g__2593687	30.0
Thermomicrobium_carboxidum-_-KF193529--_KI3_T	61.0
Paenibacillus_aceris-_-KU879057--_KUDC4121_T	28.0
g__648802	34.0
g__648800	27.0
Microbispora_siamensis-_-FJ199993--_DMKUA_245_T	26.0
Zymomonas_mobilis_subsp._pomaceae-_-AF281032--_ATCC29192_T	26.0
Listeria_seeligeri-_-DQ065845--_ATCC_35967_T	34.0
Brevibacterium_anseongense-_-KY078840--_Gsoil_188_T	30.0
Mycobacterium_neworleansense-_-AY457068--_ATCC_49404_T	35.0
Solirubrobacter_soli-_-AB245334--_Gsoil_355_T	32.0
Streptomyces_toxytricini-_-DQ442548--_NRRL_B-5426T_T	23.0
Kordiimonas_pumila-_-MF099898--_N18_T	25.0
Levilactobacillus_angrenensis-_-MK110858--_M1530-1_T	27.0
Streptomyces_himastatinicus-_-EF408736--_ATCC_53653_T	14.0
Tumebacillus_luteolus-_-KP050358--_UC13_T	37.0
Phenylobacterium_koreense-_-AB166881--_Slu-01_T	26.0
Massilia_agilis-_-KU870756--_J9_T	27.0
Mycobacterium_agri-_-AJ429045--_DSM_44515T_T	34.0
Alkalibacterium_olivapovliticus-_-AF143511--_WW2-SN4a_T	28.0
Borrelia_yangtzensis-_-AB529509--_Okinawa-CW62_T	31.0
Kitasatospora_herbaricolor-_-AB184801--_NBRC_3838_T	25.0
Stigmatella_aurantiaca-_-GU207882--_DSM_17044_T	28.0
Reticulibacter_mediterranei-_-LC597233--_ID150040_T	48.0
Paraflavitalea_soli-_-CP032157--_5GH32-13_T	23.0
Sphingobium_yanoikuyae-_-D13728--_IFO_15102_T	18.0
Miltoncostaea_marina-_-MT420468--_SCSIO_60955T	32.0
Vibrio_gigantis-_-EF094888--_CAIM_25-_LGP_13-_LMG_22741-_CIP_108656_T	25.0
Lewinella_agarilytica-_-AM286229--_SST-19_T	21.0
Verminephrobacter_eiseniae-_-DQ327663--_EF01-2_T	21.0
Terrisporobacter_hibernicus-_-MZ497377--_MCA3T	34.0
g__2820263	44.0
g__33057	27.0
Roseibium_litorale-_-MW045200--_4C16A_T	25.0
Seramator_thermalis-_-MK170161--_SYSU_GA16112_T	33.0
Niastella_vici-_-KT388748--_DJ57_T	22.0
Actinobacillus_scotiae-_-Y09653--_M2000/95/1-_CIP_105697-_NCTC_12922_T	34.0
Sphingomonas_difficilis-_-JQ608334--_1PNM-26_T	26.0
g__568387	26.0
Pseudoxanthomonas_kaohsiungensis-_-AY650027--_J36_T	30.0
Kangiella_sediminilitoris-_-JQ317935--_BB-Mw22_T	29.0
Actinoplanes_aksuensis-_-OM112204--_TRM88003T	25.0
Methylomicrobium_album-_-X72777--_ACM_3314-_IMET_10526-_NCIMB_11123_T	25.0
Thalassolituus_hydrocarboniclasticus-_-OP320459--_alknpb1M-1_/type_materialtype_strain_of_ThalassolituushydrocarboniclasticusT	21.0
Paenibacillus_antarcticus-_-AJ605292--_LMG_22078_=_20CM_T	29.0
Bradyrhizobium_algeriense-_-FJ546419--_RST89_T	24.0
Ciceribacter_lividus-_-JQ230000--_MSSRFBL1_T	26.0
Catenuloplanes_japonicus-_-X93201--_DSM_44102_T	26.0
g__41275	22.0
Phyllonema_aviceniicola-_-KT731158--_CENA341_T	44.0
g__41273	54.0
g__565005	24.0
Fusibacter_bizertensis-_-KJ420408--_LTF_Kr01_T	36.0
Rheinheimera_chironomi-_-DQ298025--_K19414_T	28.0
Dysgonomonas_termitidis-_-AB971823--_JCM_30204_T	34.0
Pullulanibacillus_pueri-_-KF733796--_YN3_T	31.0
Halorussus_amylolyticus-_-KM368828--_YC93_T	31.0
Thermoactinomyces_daqus-_-KF590624--_H-18_T	36.0
g__1197472	12.0
Flavobacterium_gilvum-_-KX037100--_EM1308_T	21.0
Stackebrandtia_cavernae-_-KT312956--_YIM_ART06_T	25.0
Ramlibacter_tataouinensis-_-CP000245--_TTB310_T	27.0
Parviterribacter_kavangonensis-_-KP981370--_D16/0/H6_T	32.0
Nitrosomonas_marina-_-Z46990--_Nm22_T	24.0
Anaerosoma_tenue-_-ON668121--_M08DHB_/type_materialtype_strain_of_Anaerosoma_tenueT	35.0
Gluconobacter_vitians-_-MT355089--_LMG_31484_T	25.0
g__596767	34.0
g__99906	28.0
Viridibacillus_arenosi-_-AJ627212--_LMG_22166_T	34.0
Actinophytocola_sediminis-_-KJ013500--_YIM_M13705_T	28.0
Anaerococcus_vaginalis-_-AB691575--_JCM_8138_T	34.0
Megasphaera_cerevisiae-_-L37040--_VTT-E-85230_T	33.0
Bartonella_japonica-_-AB440632--_Fuji_18-1_T	35.0
g__2035712	34.0
Cochlodiniinecator_piscidefendens-_-MT197189--_M26A2MT	9.0
Gluconacetobacter_diazotrophicus-_-X75618--_ATCC49037-_LMG7603_T	28.0
Anaeroplasma_varium-_-M23934--_A2-T-_AYCC_43167_T	30.0
Photorhabdus_bodei-_-MK039080--_LJ24-63_T	25.0
Methanospirillum_psychrodurum-_-KF153052--_X-18_T	30.0
Pseudoalteromonas_spongiae-_-AY769918--_UST010723-006_T	24.0
g__123375	34.0
Salinirussus_salinus-_-JQ937358--_YGH44_T	41.0
Streptococcus_alactolyticus-_-AF201899--_ATCC_43077-_DSM_20728_-T-_T	33.0
Hwanghaeella_grinnelliae-_-MK353736--_Gri0909_T	24.0
Limosilactobacillus_reuteri_subsp._porcinus-_-MW367860--_3c6_T	34.0
Amnibacterium_setariae-_-MH161601--_DD4a_T	28.0
g__2054311	23.0
Streptomyces_luteireticuli-_-HQ650809--_NRRL_B-12435_T	26.0
Rufibacter_tibetensis-_-EU543663--_1351_T	16.0
Pseudoalteromonas_flavipulchra-_-AF297958--_NCIMB2033-_KMM_3630-_LMG_20361_T	27.0
Nocardioides_caricicola-_-FJ750845--_YC6903_T	26.0
Paenibacillus_montaniterrae-_-AB295646--_MXC2-2_T	29.0
g__6	27.0
Amnibacterium_flavum-_-MG836702--_M8JJ-5_T	28.0
g__84406	28.0
Legionella_steelei-_-HQ398202--_IMVS-3376_T	30.0
g__84404	57.0
Shivajiella_indica-_-FR681897--_NIO-S1_T	22.0
Cryobacterium_cryoconiti-_-JX949903--_TMT1-51_/type_materialtype_strain_of_Cryobacterium_cryoconitiT	28.0
Butyribacter_intestini-_-KT388745--_TF01-11_T	33.0
Acidimicrobium_ferrooxidans-_-CP001631--_DSM_10331_T	44.0
Alkalicoccobacillus_murimartini-_-AJ316316--_LMG_21005_T	31.0
Caballeronia_catudaia-_-FCOF02000102--_LMG_29318_T	25.0
Halalkalibacter_urbisdiaboli-_-KY612314--_FJAT-45385_T	30.0
Nitrosopumilus_zosterae-_-LC571517--_NM25_T	34.0
Paenibacillus_tundrae-_-EU558284--_A10b_T	31.0
Halosimplex_litoreum-_-KM386641--_YGH94_T	41.0
Nocardia_pseudobrasiliensis-_-AF430042--_DSM_44290_T	26.0
Nocardioides_korecus-_-FN386723--_Sco-A36_T	25.0
Lacticaseibacillus_suilingensis-_-LC597590--_ZW152_T	32.0
Thermopolyspora_flexuosa-_-AY039253--_DSM_43186_T	26.0
g__70411	26.0
Flagellatimonas_centrodinii-_-MW546061--_R2A-3T	26.0
Planifilum_fimeticola-_-AB088364--_H0165_T	36.0
Marinobacter_bohaiensis-_-KY628816--_T17_T	31.0
Muricauda_oceani-_-MN940437--_501str8_T	26.0
Chromobacterium_rhizoryzae-_-KT951843--_LAM1188_T	31.0
Acidilobus_aceticus-_-AF191225--_Z-1904_T	76.0
Halorussus_salinisoli-_-MK909926--_LT46T	31.0
Kribbella_jejuensis-_-AY253866--_HD9_T	25.0
Mariniluteicoccus_flavus-_-KF564278--_YIM_M13146_T	27.0
Lactobacillus_selangorensis-_-AF049745--_LMG_17710_T	30.0
Egibacter_rhizosphaerae-_-KR605111--_EGI_80759_T	36.0
Aureitalea_marina-_-AB602429--_S1-66_T	21.0
Paenibacillus_alginolyticus-_-AB073362--_DSM_5050_T	28.0
Enterococcus_innesii-_-MZ305092--_GAL7T	34.0
Chondromyces_lanuginosus-_-AJ233939--_Sy_t2_T	26.0
Lacinutrix_gracilariae-_-KT350410--_Lxc1_T	23.0
Staphylococcus_roterodami-_-OD916897--_DSM111914_T	36.0
Terribacillus_saccharophilus-_-AB243845--_002-048_T	30.0
g__1632778	28.0
Streptomyces_griseomycini-_-AB184137--_NBRC_12778_T	25.0
Nocardia_takedensis-_-AB158277--_MS1-3_T	26.0
Flavobacterium_salmonis-_-MN594468--_T13_T	22.0
g__1949192	28.0
Rhizobium_mayense-_-JX855172--_CCGE526_T	26.0
Oleiphilus_messinensis-_-AJ295154--_ME102_LTP__T	24.0
g__1511648	59.0
Methanolobus_psychrotolerans-_-KX573102--_YSF-03_T	30.0
Bremerella_volcania-_-MK554518--_Pan97_T	24.0
Pseudomaricurvus_alcaniphilus-_-JQ672628--_MEBiC06469_T	25.0
Nonlabens_antarcticus-_-DQ660393--_AKS622_T	23.0
g__2614447	32.0
Sphaerisporangium_rubeum-_-AB208718--_3D-72-35-_T	26.0
Macrococcus_carouselicus-_-Y15713--_H8b16_T	33.0
Chlamydia_muridarum-_-D85718--_MoPn/Wiess-Nigg_T	36.0
Phaseolibacter_flectens-_-AB021400--_ATCC_12775_T	27.0
Lancefieldella_parvula-_-CP001721--_DSM_20469_T	34.0
Corynebacterium_lemuris-_-KX214301--_YIM_101645_/type_materialtype_strain_of_Corynebacterium_lemurisT	31.0
Thermoanaerobacterium_aotearoense-_-X93359--_JW/SL-NZ613T_T	58.0
Nocardioides_cavernaquae-_-QYRP01000001--_K1W22B-1T	25.0
Cellulosimicrobium_protaetiae-_-MK966391--_BI34_T	25.0
g__34023	20.0
Nonlabens_aestuariivivens-_-KX870191--_OITF-31_T	23.0
Methylotenera_mobilis-_-CP001672--_JLW8_T	20.0
g__2981628	32.0
Streptomyces_tacrolimicus-_-FN429653--_ATCC_55098_T	24.0
Oleibacter_marinus-_-AB682295--_NBRC_105760_T	21.0
g__1884930	37.0
Actinoplanes_tropicalis-_-LC025525--_LIPI11-2-Ac034_T	25.0
g__1884934	37.0
Mycoplana_azooxidifex-_-LN832063--_Po_20/26_T	25.0
Streptomyces_sabulosicollis-_-MK503616--_PRKS01-29T	20.0
Curtobacterium_flaccumfaciens-_-AJ312209--_LMG_3645__T	27.0
Lactobacillus_huangpiensis-_-LC597580--_F306-1_T	35.0
Microlunatus_okinawensis-_-AB445455--_FB1_T	27.0
Ureibacillus_manganicus-_-JX993821--_Mn1-7_T	31.0
Methyloversatilis_universalis-_-AFHG01000027--_FAM5_T	24.0
Roseomonas_fluvialis-_-LC094488--_S08T	27.0
Cyclobacterium_salsum-_-MN333915--_SYSU_L10167_T	19.0
Echinimonas_agarilytica-_-JX072970--_KMM_6351_T	20.0
g__2925678	20.0
g__2569097	35.0
Streptococcus_himalayensis-_-KX679400--_HTS2_T	34.0
g__2919614	25.0
Helicobacter_cetorum-_-CP003481--_MIT_99-5656_T	35.0
Aeromonas_rivipollensis-_-FR775967--_P2G1_T	29.0
Maribacter_pelagius-_-KF612587--_CBA3204_T	26.0
Tahibacter_amnicola-_-OP348884--_W38T	25.0
Aestuariimicrobium_soli-_-MF947711--_D6_T	28.0
Thermalbibacter_longus-_-OM212815--_CFH_74404_/type_materialtype_strain_of_Thermalbibacter_longusT	57.0
g__69655	75.0
g__455076	24.0
Pseudomonas_parafulva-_-AB060132--_AJ_2129_T	26.0
Shimia_ponticola-_-OM019301--_WX04_/type_materialtype_strain_of_Shimia_ponticolaT	24.0
Photorhabdus_australis_subsp._thailandensis-_-MT355494--_PB68.1_T	25.0
g__1221209	18.0
Francisella_halioticida-_-CP022132--_DSM_23729_wT	34.0
Steroidobacter_agariperforans-_-AB174844--_KA5-B_T	26.0
g__2880942	29.0
Sporotomaculum_syntrophicum-_-AB076610--_FB_T	42.0
g__64159	64.0
Isoptericola_halalbus-_-MN795759--_CFH_91151_T	26.0
Streptomyces_chryseus-_-AY999787--_NRRL_B-12347_T	26.0
Flavobacterium_frigoris-_-AJ557887--_LMG_21922_T	21.0
Alistipes_dispar-_-LC468801--_5CPEGH6_T	34.0
g__65402	36.0
Actinophytocola_gilvus-_-KF955588--_I12A-02593_T	28.0
Geomonas_agri-_-MZ148508--_RG53_/type_materialtype_strain_of_Geomonas_agriT	22.0
Elusimicrobium_minutum-_-AM490846--_Pei191_T	48.0
Lentilactobacillus_curieae-_-JQ086550--_S1L19_T	24.0
Desulforamulus_hydrothermalis-_-EF081293--_Lam5_T	39.0
Acidibacter_ferrireducens-_-JX412366--_MCF85_T	26.0
Virgibacillus_indicus-_-KY800369--_P2-C2_T	27.0
Robiginitalea_sediminis-_-KY780360--_O458_T	26.0
Polycyclovorans_algicola-_-FJ176554--_TG408_T	25.0
Nocardioides_gansuensis-_-MH144051--_WSJ-1_T	26.0
g__1649279	36.0
Christiangramia_sediminis-_-OK412971--_ASW11-100TT	22.0
Maricaulis_salignorans-_-AJ227806--_MCS18_T	26.0
Pseudoalteromonas_atlantica-_-AB681913--_NBRC_103033_T	25.0
Terribacillus_aidingensis-_-AB682296--_NBRC_105790_T	30.0
Halorientalis_persicus-_-KF313134--_D108_T	42.0
g__233189	52.0
Natrialba_asiatica-_-AB663455--_JCM_9576_T	34.0
Cryobacterium_soli-_-MH376310--_GCJ02_T	29.0
Subsaxibacter_sediminis-_-KP455984--_ARC_111_T	12.0
Aminobacter_anthyllidis-_-FR869633--_STM_4645_T	24.0
Desulfocurvibacter_africanus_subsp._uniflagellum-_-EU659693--_SR-1_T	27.0
Acetobacter_pasteurianus-_-GU205100--_LMG_1591_T	28.0
Perspicuibacter_marinus-_-AB908276--_2-9_T	29.0
Streptococcus_oralis_subsp._tigurinus-_-AORU01000002--_AZ_3a_T	34.0
Kibdelosporangium_lantanae-_-KJ786942--_XMU_506_T	28.0
Shewanella_colwelliana-_-AY653177--_ATCC_39565_T	16.0
Legionella_dumoffii-_-AGVU01000017--_NY_23_T	29.0
Campylobacter_portucalensis-_-MN417497--_FMV-PI01_T	34.0
Prosthecomicrobium_pneumaticum-_-AB017203--_MBIC3489_T	25.0
Oerskovia_jenensis-_-AJ314848--_DSM_46000_T	27.0
Sphingobium_sufflavum-_-JQ060960--_HL-25_T	22.0
Actinomadura_logoneensis-_-MG189967--_NEAU-G17_T	26.0
Clostridium_quinii-_-X76745--_DSM6736_T	34.0
Methylocaldum_gracile-_-U89298--_VKM-14L_T	38.0
Saccharopolyspora_halotolerans-_-KC295227--_TRM_45123_T	23.0
Brevibacterium_marinum-_-AM421807--_HFW-26_T	30.0
Streptomyces_cinerochromogenes-_-AB184507--_NBRC_13822_T	23.0
Citricoccus_muralis-_-AJ344143--_4-0_T	28.0
Thermococcus_barophilus-_-AY099172--_DSM_11836_T	82.0
Microtetraspora_malaysiensis-_-AB062383--_H47-7_T	26.0
Ancylobacter_vacuolatus-_-AY211515--_DSM_1277_T	26.0
Pseudoruegeria_haliotis-_-KC196070--_WM67_T	26.0
Gordonia_crocea-_-LC488830--_NBRC_107697_T	26.0
Aeromicrobium_stalagmiti-_-MT672052--_YC3-14_T	26.0
Acinetobacter_pragensis-_-KX014586--_ANC_4149_T	27.0
Enorma_massiliensis-_-JN837493--_phI_T	31.0
Roseovarius_confluentis-_-KX268605--_SAG6_T	27.0
Vitiosangium_subalbum-_-KX430041--_MCy10944_T	27.0
Cellvibrio_fibrivorans-_-AJ289164--_R4079_T	12.0
Alysiella_crassa-_-AB087264--_IAM_14969_T	34.0
Brevifollis_gellanilyticus-_-AB552872--_DC2c-G4_T	25.0
Facklamia_lactis-_-MT366926--_WS_5301_T	34.0
Pseudomonas_hamedanensis-_-CP077091--_SWRI65_/type_materialtype_strain_of__Pseudomonas_hamedanensis_Girard_et_al._2021T	27.0
Enterobacillus_tribolii-_-HG972968--_IG-V01_T	35.0
Arthrobacter_crystallopoietes-_-X80738--_DSM_20117_T	27.0
Crocinitomix_catalasitica-_-AB078042--_IFO_15977_T	20.0
Rahnella_inusitata-_-U90758--_DSM_30078_T	27.0
Phyllobacterium_leguminum-_-AJ968695--_ORS_1419_T	27.0
Spiroplasma_tabanidicola-_-FR733693--_DSM22603_T	28.0
Bacteroides_clarus-_-AB490801--_YIT_12056_T	34.0
Occultella_aeris-_-MT862135--_F300_T	30.0
Salinicoccus_albus-_-EF177692--_YIM-Y21_T	27.0
Rhizobium_naphthalenivorans-_-AB663504--_TSY03b_T	27.0
Arthrobacter_gengyunqii-_-OL545446--_zg-Y809T	27.0
Sagittula_marina-_-HQ336489--_F028-2_T	25.0
Corynebacterium_flavescens-_-X84441--_NCDO_1320_T	32.0
Yoonia_acticola-_-KY817315--_OISW-6_T	23.0
Mycobacterium_fortuitum_subsp._acetamidolyticum-_-FR733720--_DSM44220_T	35.0
g__1867031	21.0
Fusobacterium_ulcerans-_-X55412--_NCTC_12111T_T	35.0
Jeotgalicoccus_aerolatus-_-GU295939--_MPA-33_T	30.0
Streptomyces_yanglinensis-_-AY876940--_1307_T	23.0
Flavilitoribacter_nigricans-_-AB301615--_NBRC_102662_T	23.0
Edaphobacter_dinghuensis-_-KM083126--_DHF9_T	27.0
Corynebacterium_faecale-_-KT216265--_YIM_101505_T	27.0
Pseudomonas_tolaasii-_-AF255336--_LMG_2342_T_T	24.0
Halomonas_smyrnensis-_-DQ131909--_AAD6_T	33.0
Flavobacterium_sharifuzzamanii-_-MH396692--_A7.6_T	20.0
Gynuella_sunshinyii-_-KC213486--_YC6258_T	21.0
Undibacterium_jejuense-_-KC735150--_JS4-4_T	30.0
Mycobacterium_fallax-_-AF480600--_ATCC_35219_T	30.0
Roseovarius_pacificus-_-DQ120726--_81-2_T	27.0
Aliidiomarina_minuta-_-HM851284--_MLST1_T	7.0
Thiomicrorhabdus_frisia-_-AF013974--_JB-A2_T	25.0
g__1573806	29.0
g__1573808	29.0
Streptomyces_rhizosphaerihabitans-_-HQ267983--_JR-35_T	25.0
Pseudomonas_silesiensis-_-KX276592--_A3_T	28.0
Hymenobacter_montanus-_-MT795748--_BT664_T	16.0
Sphingomonas_agri-_-KT950747--_HKS-06_T	29.0
Lactobacillus_intestinalis-_-AJ306299--_DSM_6629T_T	38.0
Paralcaligenes_ginsengisoli-_-KP401771--_DCY104_T	34.0
g__2518497	32.0
g__2518495	32.0
g__2605940	24.0
Actinosynnema_pretiosum_subsp._pretiosum-_-AF114800--_NRRL_B-16060T_T	25.0
g__2820403	41.0
Naasia_aerilata-_-JQ639051--_5116S-4_T	28.0
Sansalvadorimonas_verongulae-_-KX896697--_RKSG058_T	26.0
g__366580	21.0
Niastella_yeongjuensis-_-DQ244076--_GR20-13_T	24.0
Streptomyces_spectabilis-_-AB184393--_NBRC_13424_T	24.0
Micromonospora_tulbaghiae-_-EU196562--_TVU1_T	26.0
g__168657	59.0
g__168658	25.0
Alginatibacterium_sediminis-_-MH636592--_ALS81_T	18.0
g__89342	26.0
