"tip_label"	"accession"	"taxid"	"taxname"	"kingdom_taxid"	"phylum_taxid"	"class_taxid"	"order_taxid"	"family_taxid"	"genus_taxid"	"species_taxid"	"strain_taxid"
"'GQ153278, Mycobacterium malmoense, Mycobacterium malmoense, (GQ153278), ATCC 29571 T'"	"GQ153278"	"1780"	"Mycobacterium malmoense"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"1780"	NA
"'AY368456, Mycobacterium nebraskense, Mycobacterium nebraskense, (AY368456), UNMC-MY1349 T'"	"AY368456"	"244292"	"Mycobacterium nebraskense"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"244292"	NA
"'U84502, Mycobacterium bohemicum, Mycobacterium bohemicum, (U84502), DSM 44277 LTP [T] T'"	"U84502"	"56425"	"Mycobacterium bohemicum"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"56425"	NA
"'EU274642, Mycobacterium riyadhense, Mycobacterium riyadhense, (EU274642), NLA000201958 T'"	"EU274642"	"486698"	"Mycobacterium riyadhense"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"486698"	NA
"'LS999933, Mycobacterium innocens, Mycobacterium innocens, (LS999933), MK13 T'"	"LS999933"	"2341083"	"Mycobacterium innocens"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"2341083"	NA
"'AF480602, Mycobacterium gastri, Mycobacterium gastri, (AF480602), ATCC 15754 T'"	"AF480602"	"1777"	"Mycobacterium gastri"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"1777"	NA
"'AJ536035, Mycobacterium kansasii, Mycobacterium kansasii, (AJ536035), DSM 44162 T'"	"AJ536035"	"1768"	"Mycobacterium kansasii"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"1768"	NA
"'KX987140, Mycobacterium persicum, Mycobacterium persicum, (KX987140), AFPC-000227 T'"	"KX987140"	"1487726"	"Mycobacterium persicum"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"1487726"	NA
"'LS999932, Mycobacterium pseudokansasii, Mycobacterium pseudokansasii, (LS999932), MK142CCUG 72128DSM 107152 T'"	"LS999932"	"2341080"	"Mycobacterium pseudokansasii"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"2341080"	NA
"'LS999934, Mycobacterium attenuatum, Mycobacterium attenuatum, (LS999934), MK41  CCUG 72127  DSM 107153 T'"	"LS999934"	"2341086"	"Mycobacterium attenuatum"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"2341086"	NA
"'HF674384, Mycobacterium bourgelatii, Mycobacterium bourgelatii, (HF674384), 02-5273-A84 LTP [T] T'"	"HF674384"	"1273442"	"Mycobacterium bourgelatii"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"1273442"	NA
"'AM884328, Mycobacterium angelicum, Mycobacterium angelicum, (AM884328), DSM 45057 T'"	"AM884328"	"470074"	"Mycobacterium angelicum"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"470074"	NA
"'KC951278, Mycobacterium szulgai, Mycobacterium szulgai, (KC951278), ATCC 35799 T'"	"KC951278"	"1787"	"Mycobacterium szulgai"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"1787"	NA
"'CP025546, Mycobacterium paragordonae, Mycobacterium paragordonae, (CP025546), 49061 n[G] T'"	"CP025546"	"1389713"	"Mycobacterium paragordonae"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"1389713"	NA
"'KT763328, Mycobacterium vicinigordonae, Mycobacterium vicinigordonae, (KT763328), 24 T'"	"KT763328"	"1719132"	"Mycobacterium vicinigordonae"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"1719132"	NA
"'JN899579, Mycobacterium gordonae, Mycobacterium gordonae, (JN899579), ATCC 14470 T'"	"JN899579"	"1778"	"Mycobacterium gordonae"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"1778"	NA
"'AF480595, Mycobacterium asiaticum, Mycobacterium asiaticum, (AF480595), ATCC 25276 T'"	"AF480595"	"1790"	"Mycobacterium asiaticum"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"1790"	NA
"'AJ938169, Mycobacterium alsense, Mycobacterium alsense, (AJ938169), TB 1906 T'"	"AJ938169"	"324058"	"Mycobacterium alsense"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"324058"	NA
"'X88922, Mycobacterium conspicuum, Mycobacterium conspicuum, (X88922), DSM 44136 LTP [T] T'"	"X88922"	"44010"	"Mycobacterium conspicuum"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"44010"	NA
"'AJ616230, Mycobacterium florentinum, Mycobacterium florentinum, (AJ616230), F-I93171 T'"	"AJ616230"	"292462"	"Mycobacterium florentinum"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"292462"	NA
"'HM022202, Mycobacterium stomatepiae, Mycobacterium stomatepiae, (HM022202), DSM 45059 T'"	"HM022202"	"470076"	"Mycobacterium stomatepiae"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"470076"	NA
"'MT133249, Mycobacterium helveticum, Mycobacterium helveticum, (MT133249), 16-83 T'"	"MT133249"	"2592811"	"Mycobacterium helveticum"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"2592811"	NA
"'AF330038, Mycobacterium montefiorense, Mycobacterium montefiorense, (AF330038), ATCC BAA-256 T'"	"AF330038"	"154654"	"Mycobacterium montefiorense"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"154654"	NA
"'GQ153279, Mycobacterium triplex, Mycobacterium triplex, (GQ153279), ATCC 700071 T'"	"GQ153279"	"47839"	"Mycobacterium triplex"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"47839"	NA
"'X60070, Mycobacterium genavense, Mycobacterium genavense, (X60070), ATCC 51234 LTP [T] T'"	"X60070"	"36812"	"Mycobacterium genavense"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"36812"	NA
"'AF466821, Mycobacterium parmense, Mycobacterium parmense, (AF466821), MUP 1182 T'"	"AF466821"	"185642"	"Mycobacterium parmense"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"185642"	NA
"'AJ000684, Mycobacterium heidelbergense, Mycobacterium heidelbergense, (AJ000684), ATCC 51253 LTP [T] T'"	"AJ000684"	"53376"	"Mycobacterium heidelbergense"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"53376"	NA
"'AF480583, Mycobacterium lentiflavum, Mycobacterium lentiflavum, (AF480583), ATCC 51985 T'"	"AF480583"	"141349"	"Mycobacterium lentiflavum"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"141349"	NA
"'AB547401, Mycobacterium shigaense, Mycobacterium shigaense, (AB547401), UN-152 T'"	"AB547401"	"722731"	"Mycobacterium shigaense"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"722731"	NA
"'X52931, Mycobacterium simiae, Mycobacterium simiae, (X52931), ATCC 25275. T'"	"X52931"	"1784"	"Mycobacterium simiae"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"1784"	NA
"'AY353699, Mycobacterium sherrisii, Mycobacterium sherrisii, (AY353699), ATCC BAA-832 T'"	"AY353699"	"243061"	"Mycobacterium sherrisii"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"243061"	NA
"'AJ308603, Mycobacterium palustre, Mycobacterium palustre, (AJ308603), E846 T'"	"AJ308603"	"153971"	"Mycobacterium palustre"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"153971"	NA
"'HM022200, Mycobacterium kubicae, Mycobacterium kubicae, (HM022200), CIP 106428 T'"	"HM022200"	"120959"	"Mycobacterium kubicae"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"120959"	NA
"'AY337273, Mycobacterium parascrofulaceum, Mycobacterium parascrofulaceum, (AY337273), ATCC BAA-614 T'"	"AY337273"	"525368"	"Mycobacterium parascrofulaceum"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"240125"	"525368"
"'HM022196, Mycobacterium europaeum, Mycobacterium europaeum, (HM022196), DSM 45397 T'"	"HM022196"	"761804"	"Mycobacterium europaeum"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"761804"	NA
"'X67847, Mycobacterium intermedium, Mycobacterium intermedium, (X67847), DSM 44049 LTP [T] T'"	"X67847"	"28445"	"Mycobacterium intermedium"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"28445"	NA
"'HM037998, Mycobacterium interjectum, Mycobacterium interjectum, (HM037998), ATCC 51457 LTP [T] T'"	"HM037998"	"33895"	"Mycobacterium interjectum"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"33895"	NA
"'AY208856, Mycobacterium saskatchewanense, Mycobacterium saskatchewanense, (AY208856), NRCM 00-250; ATCC BAA-544 T'"	"AY208856"	"220927"	"Mycobacterium saskatchewanense"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"220927"	NA
"'KJ948996, Mycobacterium paraense, Mycobacterium paraense, (KJ948996), IEC26 T'"	"KJ948996"	"767916"	"Mycobacterium paraense"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"767916"	NA
"'DQ157760, Mycobacterium arupense, Mycobacterium arupense, (DQ157760), AR30097 T'"	"DQ157760"	"342002"	"Mycobacterium arupense"	"2"	"201174"	"1760"	"85007"	"1762"	"1073531"	"342002"	NA
"'MVHZ01000040, Mycobacterium minnesotense, Mycobacterium minnesotense, (MVHZ01000040), DSM 45633 T'"	"MVHZ01000040"	"1118379"	"Mycobacterium minnesotense"	"2"	"201174"	"1760"	"85007"	"1762"	"1073531"	"1118379"	NA
"'KR025879, Mycobacterium virginiense, Mycobacterium virginiense, (KR025879), MO-233 T'"	"KR025879"	"1795032"	"Mycobacterium virginiense"	"2"	"201174"	"1760"	"85007"	"1762"	"1073531"	"1795032"	NA
"'GU084182, Mycobacterium heraklionense, Mycobacterium heraklionense, (GU084182), NCTC 13432 T'"	"GU084182"	"512402"	"Mycobacterium heraklionense"	"2"	"201174"	"1760"	"85007"	"1762"	"1073531"	"512402"	NA
"'X52928, Mycobacterium nonchromogenicum, Mycobacterium nonchromogenicum, (X52928), ATCC 19530. T'"	"X52928"	"1782"	"Mycobacterium nonchromogenicum"	"2"	"201174"	"1760"	"85007"	"1762"	"1073531"	"1782"	NA
"'AF480577, Mycobacterium engbaekii, Mycobacterium engbaekii, (AF480577), ATCC 27353 T'"	"AF480577"	"188915"	"Mycobacterium engbaekii"	"2"	"201174"	"1760"	"85007"	"1762"	"1073531"	"188915"	NA
"'X67096, Mycobacterium hiberniae, Mycobacterium hiberniae, (X67096), ATCC 9874 T'"	"X67096"	"29314"	"Mycobacterium hiberniae"	"2"	"201174"	"1760"	"85007"	"1762"	"1073531"	"29314"	NA
"'AB239925, Mycobacterium kumamotonense, Mycobacterium kumamotonense, (AB239925), CST7274 (= GTC2729) T'"	"AB239925"	"354243"	"Mycobacterium kumamotonense"	"2"	"201174"	"1760"	"85007"	"1762"	"1073531"	"354243"	NA
"'DQ536408, Mycobacterium senuense, Mycobacterium senuense, (DQ536408), 05-832 T'"	"DQ536408"	"386913"	"Mycobacterium senuense"	"2"	"201174"	"1760"	"85007"	"1762"	"1073531"	"386913"	NA
"'GU564404, Mycobacterium algericum, Mycobacterium algericum, (GU564404), Bejaia T'"	"GU564404"	"723879"	"Mycobacterium algericum"	"2"	"201174"	"1760"	"85007"	"1762"	"1073531"	"1288388"	"723879"
"'MZ171447, Mycolicibacter acidiphilus, Mycolicibacter acidiphilus, (MZ171447), M1 T'"	"MZ171447"	"2835306"	"Mycolicibacter acidiphilus"	"2"	"201174"	"1760"	"85007"	"1762"	"1073531"	"2835306"	NA
"'HM770865, Mycobacterium terrae, Mycobacterium terrae, (HM770865), CIP104321 T'"	"HM770865"	"1788"	"Mycobacterium terrae"	"2"	"201174"	"1760"	"85007"	"1762"	"1073531"	"1788"	NA
"'JN571166, Mycobacterium longobardum, Mycobacterium longobardum, (JN571166), DSM 45394 T'"	"JN571166"	"1108812"	"Mycobacterium longobardum"	"2"	"201174"	"1760"	"85007"	"1762"	"1073531"	"1108812"	NA
"'EU919229, Mycobacterium paraterrae, Mycobacterium paraterrae, (EU919229), 05-2522 T'"	"EU919229"	"577492"	"Mycobacterium paraterrae"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"577492"	NA
"'AF480598, Mycobacterium cookii, Mycobacterium cookii, (AF480598), ATCC 49103 T'"	"AF480598"	"1775"	"Mycobacterium cookii"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"1775"	NA
"'AJ012756, Mycobacterium botniense, Mycobacterium botniense, (AJ012756), E347 T'"	"AJ012756"	"84962"	"Mycobacterium botniense"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"84962"	NA
"'AJ536033, Mycobacterium xenopi, Mycobacterium xenopi, (AJ536033), DSM 43995 T'"	"AJ536033"	"1789"	"Mycobacterium xenopi"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"1789"	NA
"'AF174290, Mycobacterium heckeshornense, Mycobacterium heckeshornense, (AF174290), S369 T'"	"AF174290"	"110505"	"Mycobacterium heckeshornense"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"110505"	NA
"'EU239955, Mycobacterium noviomagense, Mycobacterium noviomagense, (EU239955), NLA000500338 T'"	"EU239955"	"459858"	"Mycobacterium noviomagense"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"459858"	NA
"'AJ005005, Mycobacterium shimoidei, Mycobacterium shimoidei, (AJ005005), ATCC 27962 T'"	"AJ005005"	"29313"	"Mycobacterium shimoidei"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"29313"	NA
"'AF480574, Mycobacterium branderi, Mycobacterium branderi, (AF480574), ATCC 51789 T'"	"AF480574"	"43348"	"Mycobacterium branderi"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"43348"	NA
"'AB370111, Mycobacterium kyorinense, Mycobacterium kyorinense, (AB370111), KUM 060204 T'"	"AB370111"	"487514"	"Mycobacterium kyorinense"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"487514"	NA
"'L08169, Mycobacterium celatum, Mycobacterium celatum, (L08169), ATCC 51131 LTP [T] T'"	"L08169"	"28045"	"Mycobacterium celatum"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"28045"	NA
"'JQ898451, Mycobacterium fragae, Mycobacterium fragae, (JQ898451), HF8705 T'"	"JQ898451"	"1260918"	"Mycobacterium fragae"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"1260918"	NA
"'KX879093, Mycobacterium eburneum, Mycobacterium eburneum, (KX879093), DSM 44358 T'"	"KX879093"	"2035343"	"Mycobacterium eburneum"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"2035343"	NA
"'KX008970, Mycobacterium talmoniae, Mycobacterium talmoniae, (KX008970), NE-TNMC-100812 T'"	"KX008970"	"1858794"	"Mycobacterium talmoniae"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"1858794"	NA
"'AJ310467, Mycobacterium holsaticum, Mycobacterium holsaticum, (AJ310467), 1406 T'"	"AJ310467"	"152142"	"Mycobacterium holsaticum"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"152142"	NA
"'KJ873241, Mycobacterium malmesburyense, Mycobacterium malmesburyense, (KJ873241), WCM 7299 T'"	"KJ873241"	"1566886"	"Mycobacterium malmesburyense"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"1566886"	NA
"'AY457071, Mycobacterium abscessus subsp. abscessus, Mycobacterium abscessus subsp. abscessus, (AY457071), CIP 104536 T'"	"AY457071"	"36809"	"Mycobacterium abscessus subsp. abscessus"	"2"	"201174"	"1760"	"85007"	"1762"	"670516"	"36809"	NA
"'AY859681, Mycobacterium abscessus subsp. bolletii, Mycobacterium abscessus subsp. bolletii, (AY859681), CIP 108541 T'"	"AY859681"	"319705"	"Mycobacterium abscessus subsp. bolletii"	"2"	"201174"	"1760"	"85007"	"1762"	"670516"	"36809"	NA
"'MVHY01000001, Mycobacterium abscessus subsp. massiliense, Mycobacterium abscessus subsp. massiliense, (MVHY01000001), CCUG 48898 T'"	"MVHY01000001"	"1962118"	"Mycobacterium abscessus subsp. massiliense"	"2"	"201174"	"1760"	"85007"	"1762"	"670516"	"36809"	NA
"'AB971866, Mycobacterium stephanolepidis, Mycobacterium stephanolepidis, (AB971866), NJB0901 T'"	"AB971866"	"1520670"	"Mycobacterium stephanolepidis"	"2"	"201174"	"1760"	"85007"	"1762"	"670516"	"1520670"	NA
"'DQ866768, Mycobacterium salmoniphilum, Mycobacterium salmoniphilum, (DQ866768), ATCC 13758 T'"	"DQ866768"	"404941"	"Mycobacterium salmoniphilum"	"2"	"201174"	"1760"	"85007"	"1762"	"670516"	"404941"	NA
"'AY457072, Mycobacterium chelonae subsp. chelonae, Mycobacterium chelonae subsp. chelonae, (AY457072), CIP 104535 T'"	"AY457072"	"1774"	"Mycobacterium chelonae subsp. chelonae"	"2"	"201174"	"1760"	"85007"	"1762"	"670516"	"1774"	NA
"'HQ153090, Mycobacterium franklinii, Mycobacterium franklinii, (HQ153090), CV002 T'"	"HQ153090"	"948102"	"Mycobacterium franklinii"	"2"	"201174"	"1760"	"85007"	"1762"	"670516"	"948102"	NA
"'KY593892, Mycobacterium chelonae subsp. bovis, Mycobacterium chelonae subsp. bovis, (KY593892), QIA-37 T'"	"KY593892"	"2038731"	"Mycobacterium chelonae subsp. bovis"	"2"	"201174"	"1760"	"85007"	"1762"	"670516"	"1774"	NA
"'MG780325, Mycobacterium chelonae, Mycobacterium chelonae, (MG780325), MOTT36W T'"	"MG780325"	"2480908"	"Mycobacterium chelonae"	"2"	"201174"	"1760"	"85007"	"1762"	"670516"	"1774"	NA
"'KM973037, Mycobacterium saopaulense, Mycobacterium saopaulense, (KM973037), EPM10906 T'"	"KM973037"	"1578165"	"Mycobacterium saopaulense"	"2"	"201174"	"1760"	"85007"	"1762"	"670516"	"1578165"	NA
"'HE654001, Mycobacterium immunogenum, Mycobacterium immunogenum, (HE654001), DSM 45595 T'"	"HE654001"	"83262"	"Mycobacterium immunogenum"	"2"	"201174"	"1760"	"85007"	"1762"	"670516"	"83262"	NA
"'X93182, Mycobacterium austroafricanum, Mycobacterium austroafricanum, (X93182), ATCC 33464 T'"	"X93182"	"39687"	"Mycobacterium austroafricanum"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"39687"	NA
"'AF480591, Mycobacterium vaccae, Mycobacterium vaccae, (AF480591), ATCC 15483 T'"	"AF480591"	"1810"	"Mycobacterium vaccae"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"1810"	NA
"'MT466538, Mycolicibacterium baixiangningiae, Mycolicibacterium baixiangningiae, (MT466538), LJ126T'"	"MT466538"	"2761578"	"Mycolicibacterium baixiangningiae"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"2761578"	NA
"'MF769621, Mycobacterium neglectum, Mycobacterium neglectum, (MF769621), CECT 8778 T'"	"MF769621"	"242737"	"Mycobacterium neglectum"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"242737"	NA
"'AJ431371, Mycobacterium pyrenivorans, Mycobacterium pyrenivorans, (AJ431371), DSM 44605 T'"	"AJ431371"	"187102"	"Mycobacterium pyrenivorans"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"187102"	NA
"'X55595, Mycobacterium aurum, Mycobacterium aurum, (X55595), ATCC 23366 T'"	"X55595"	"1791"	"Mycobacterium aurum"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"1791"	NA
"'KM216315, Mycobacterium sarraceniae, Mycobacterium sarraceniae, (KM216315), JCM 30395 T'"	"KM216315"	"1534348"	"Mycobacterium sarraceniae"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"1534348"	NA
"'X55591, Mycobacterium komossense, Mycobacterium komossense, (X55591), ATCC 33013 T'"	"X55591"	"1779"	"Mycobacterium komossense"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"1779"	NA
"'FJ796421, Mycobacterium aquiterrae, Mycobacterium aquiterrae, (FJ796421), S-I-6 T'"	"FJ796421"	"627680"	"Mycobacterium aquiterrae"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"627680"	NA
"'AY012577, Mycobacterium brisbanense, Mycobacterium brisbanense, (AY012577), W6743; ATCC 49938 T'"	"AY012577"	"146020"	"Mycobacterium brisbanense"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"146020"	NA
"'KY392537, Mycobacterium aquaticum, Mycobacterium aquaticum, (KY392537), RW6 T'"	"KY392537"	"1927124"	"Mycobacterium aquaticum"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"1927124"	NA
"'AY255478, Mycobacterium canariasense, Mycobacterium canariasense, (AY255478), 502329 T'"	"AY255478"	"228230"	"Mycobacterium canariasense"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"228230"	NA
"'AY449728, Mycobacterium cosmeticum, Mycobacterium cosmeticum, (AY449728), LTA-388 T'"	"AY449728"	"258533"	"Mycobacterium cosmeticum"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"258533"	NA
"'AF480593, Mycobacterium neoaurum, Mycobacterium neoaurum, (AF480593), ATCC 25795 T'"	"AF480593"	"1265312"	"Mycobacterium neoaurum"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"1795"	"1265312"
"'AJ276274, Mycobacterium frederiksbergense, Mycobacterium frederiksbergense, (AJ276274), DSM 44346 T'"	"AJ276274"	"117567"	"Mycobacterium frederiksbergense"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"117567"	NA
"'AJ617741, Mycobacterium fluoranthenivorans, Mycobacterium fluoranthenivorans, (AJ617741), FA-4 T'"	"AJ617741"	"258505"	"Mycobacterium fluoranthenivorans"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"258505"	NA
"'AF480599, Mycobacterium diernhoferi, Mycobacterium diernhoferi, (AF480599), ATCC 19340 T'"	"AF480599"	"1801"	"Mycobacterium diernhoferi"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"1801"	NA
"'KC010491, Mycobacterium arabiense, Mycobacterium arabiense, (KC010491), YIM 121001 T'"	"KC010491"	"1286181"	"Mycobacterium arabiense"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"1286181"	NA
"'KC010490, Mycobacterium sediminis, Mycobacterium sediminis, (KC010490), YIM M13028 T'"	"KC010490"	"1286180"	"Mycobacterium sediminis"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"1286180"	NA
"'X93184, Mycobacterium hodleri, Mycobacterium hodleri, (X93184), DSM 44183 T'"	"X93184"	"49897"	"Mycobacterium hodleri"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"49897"	NA
"'AY859683, Mycobacterium aubagnense, Mycobacterium aubagnense, (AY859683), CIP 108543 T'"	"AY859683"	"319707"	"Mycobacterium aubagnense"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"319707"	NA
"'AJ746070, Mycobacterium llatzerense, Mycobacterium llatzerense, (AJ746070), MG13 T'"	"AJ746070"	"280871"	"Mycobacterium llatzerense"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"280871"	NA
"'AY457074, Mycobacterium mucogenicum, Mycobacterium mucogenicum, (AY457074), ATCC 49650 T'"	"AY457074"	"56689"	"Mycobacterium mucogenicum"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"56689"	NA
"'AY859682, Mycobacterium phocaicum, Mycobacterium phocaicum, (AY859682), CIP 108542 T'"	"AY859682"	"319706"	"Mycobacterium phocaicum"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"319706"	NA
"'AY457069, Mycobacterium peregrinum, Mycobacterium peregrinum, (AY457069), CIP 105382 T'"	"AY457069"	"43304"	"Mycobacterium peregrinum"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"43304"	NA
"'KP644745, Mycobacterium arcueilense, Mycobacterium arcueilense, (KP644745), 269 T'"	"KP644745"	"1649257"	"Mycobacterium arcueilense"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"1649257"	NA
"'AF023664, Mycobacterium alvei, Mycobacterium alvei, (AF023664), CIP 103464 T'"	"AF023664"	"67081"	"Mycobacterium alvei"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"67081"	NA
"'KP676919, Mycobacterium montmartrense, Mycobacterium montmartrense, (KP676919), 196 T'"	"KP676919"	"1641990"	"Mycobacterium montmartrense"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"1641990"	NA
"'AY457070, Mycobacterium septicum, Mycobacterium septicum, (AY457070), DSM 44393; ATCC 700731 T'"	"AY457070"	"98668"	"Mycobacterium septicum"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"98668"	NA
"'MH290160, Mycolicibacterium nivoides, Mycolicibacterium nivoides, (MH290160), DL90 T'"	"MH290160"	"2487344"	"Mycolicibacterium nivoides"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"2487344"	NA
"'AY457068, Mycobacterium neworleansense, Mycobacterium neworleansense, (AY457068), ATCC 49404 T'"	"AY457068"	"146018"	"Mycobacterium neworleansense"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"146018"	NA
"'AY012573, Mycobacterium boenickei, Mycobacterium boenickei, (AY012573), W5998; ATCC 49935 T'"	"AY012573"	"146017"	"Mycobacterium boenickei"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"146017"	NA
"'AY457077, Mycobacterium porcinum, Mycobacterium porcinum, (AY457077), CIP 105392 T'"	"AY457077"	"39693"	"Mycobacterium porcinum"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"39693"	NA
"'AY859684, Mycobacterium conceptionense, Mycobacterium conceptionense, (AY859684), CIP 108544 T'"	"AY859684"	"451644"	"Mycobacterium conceptionense"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"451644"	NA
"'MG015886, Mycobacterium syngnathidarum, Mycobacterium syngnathidarum, (MG015886), 27335 T'"	"MG015886"	"1908205"	"Mycobacterium syngnathidarum"	"2"	"201174"	"1760"	"85007"	"1762"	"1763"	"1908205"	NA
"'KP676904, Mycobacterium lutetiense, Mycobacterium lutetiense, (KP676904), 071 T'"	"KP676904"	"1641992"	"Mycobacterium lutetiense"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"1641992"	NA
"'EF138818, Mycobacterium setense, Mycobacterium setense, (EF138818), ABO-M06; DSM 45070 T'"	"EF138818"	"431269"	"Mycobacterium setense"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"431269"	NA
"'AY457066, Mycobacterium fortuitum subsp. fortuitum, Mycobacterium fortuitum subsp. fortuitum, (AY457066), CIP 104534 T'"	"AY457066"	"1214102"	"Mycobacterium fortuitum subsp. fortuitum"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"1766"	"1214102"
"'FR733720, Mycobacterium fortuitum subsp. acetamidolyticum, Mycobacterium fortuitum subsp. acetamidolyticum, (FR733720), DSM44220 T'"	"FR733720"	"144550"	"Mycobacterium fortuitum subsp. acetamidolyticum"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"1766"	NA
"'AY457067, Mycobacterium houstonense, Mycobacterium houstonense, (AY457067), ATCC 49403 T'"	"AY457067"	"146021"	"Mycobacterium houstonense"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"146021"	NA
"'AY457081, Mycobacterium senegalense, Mycobacterium senegalense, (AY457081), CIP 104941 T'"	"AY457081"	"1796"	"Mycobacterium senegalense"	"2"	"201174"	"1760"	"85007"	"1762"	"1866885"	"1796"	NA
